segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Etiqueta,Vista
2.2,0.5107816457748413,0.5095524787902832,-0.1857983320951461,0.5473465323448181,0.5429683923721313,-0.0424934290349483,0.4663414359092712,0.5415132641792297,-0.0621366873383522,0.5608936548233032,0.6184379458427429,-0.0482083894312381,0.4425910711288452,0.6209332346916199,-0.0708055943250656,0.5251011252403259,0.6706389784812927,0.0050117219798266,0.4802768230438232,0.6747041940689087,-0.0047120163217186,0.5425155758857727,0.7232029438018799,-0.2820046544075012,0.473797857761383,0.7142207622528076,-0.2762936949729919,0.5129112005233765,0.4852500438690185,-0.1891436412930488,0.546367958188057,0.688251256942749,-0.1931030042469501,0.4665260314941406,0.6888890266418457,-0.1917424201965332,0.5314762393633524,0.890182097752889,-0.2396042495965957,0.4854928652445475,0.9086135625839232,-0.259084016084671,sentandose,frontal
2.23,0.5084758400917053,0.4979837238788605,-0.1714184731245041,0.5466347932815552,0.5396180748939514,-0.0407784767448902,0.4653379023075104,0.5353482961654663,-0.0577693618834018,0.5597208738327026,0.6175171732902527,-0.0436068437993526,0.4432208240032196,0.6201102137565613,-0.0651429891586303,0.5245757102966309,0.6696543097496033,0.0050097261555492,0.4802615940570831,0.6735501885414124,-0.0047109224833548,0.5424890518188477,0.7236378788948059,-0.2720073163509369,0.4734135270118713,0.7137525081634521,-0.271345853805542,0.5115393549203873,0.4719408631324768,-0.1745591312646865,0.5462642759084702,0.6873661428689957,-0.1725729703903198,0.4660983234643936,0.6888956874608994,-0.181073248386383,0.5314945379892985,0.890144944190979,-0.239043191075325,0.4852625032265981,0.9084153572718302,-0.2581886996825536,sentandose,frontal
2.27,0.5060052871704102,0.4892590641975403,-0.1702179461717605,0.5455838441848755,0.5319312214851379,-0.0404135584831237,0.4650725722312927,0.5255491733551025,-0.0547166466712951,0.558312714099884,0.6171225309371948,-0.0335112735629081,0.4436469972133636,0.6183030605316162,-0.057695172727108,0.5239501595497131,0.669069230556488,0.0049685831181705,0.4802486598491668,0.672795295715332,-0.004675593227148,0.5424871444702148,0.7241508960723877,-0.267937034368515,0.4733028709888458,0.7134707570075989,-0.2696678340435028,0.5097364634275436,0.4640392273664474,-0.1741421848535537,0.5462748259305954,0.6866676807403564,-0.1461522579193115,0.4655698612332344,0.6885211169719696,-0.1676449812948703,0.5315512220064799,0.8895119627316793,-0.2260721723238627,0.48517906665802,0.9081550439198812,-0.2485619237025579,sentandose,frontal
2.3,0.5039937496185303,0.478263646364212,-0.1661910861730575,0.5439490079879761,0.5254255533218384,-0.0363875888288021,0.464554876089096,0.519646406173706,-0.0481750816106796,0.5567179918289185,0.6168059706687927,-0.0342132225632667,0.4438066780567169,0.6175537705421448,-0.0543486811220645,0.5235347151756287,0.6688390970230103,0.0044237412512302,0.4802356660366058,0.6731178164482117,-0.0041563487611711,0.5425575971603394,0.7245073914527893,-0.2763772904872894,0.4724138081073761,0.7125476002693176,-0.2772169411182403,0.508189582824707,0.4545554608106613,-0.1685651540756225,0.546228215098381,0.6862785071134567,-0.1479056365787983,0.4652032479643821,0.6881484836339951,-0.1654697954654693,0.5317317843437195,0.8894603649775187,-0.2231699675321579,0.4850756923357646,0.9077954888343812,-0.2511565238237381,sentandose,frontal
2.33,0.5028136372566223,0.4675520658493042,-0.1682264506816864,0.5424545407295227,0.520429253578186,-0.0442914552986621,0.4642730355262756,0.5152620077133179,-0.0554140508174896,0.5551921129226685,0.6152316927909851,-0.0399853698909282,0.4443423748016357,0.6152976751327515,-0.0634969696402549,0.5231724381446838,0.6684054136276245,0.004246411845088,0.4802188277244568,0.672303318977356,-0.0039993496611714,0.5425519943237305,0.7246324419975281,-0.2720174491405487,0.4719949066638946,0.7122186422348022,-0.2750284671783447,0.5068232506513596,0.4461340636014938,-0.1697179563343525,0.5461054444313049,0.6848253160715103,-0.1693970449268818,0.4649492800235748,0.6858135759830475,-0.174134574830532,0.5319576859474182,0.8888804713884989,-0.2014627456665039,0.4849251310030619,0.9079972505569458,-0.2301619549592336,sentandose,frontal
2.37,0.5009055733680725,0.4609893560409546,-0.1416687816381454,0.5412905216217041,0.516558825969696,-0.0271303430199623,0.4640465378761291,0.51255863904953,-0.0370016880333423,0.5543230772018433,0.612393319606781,-0.0414059869945049,0.4445617496967315,0.6129217743873596,-0.0591167956590652,0.5231052041053772,0.668948769569397,0.0041398606263101,0.4802195131778717,0.6731876730918884,-0.0039157783612608,0.542460560798645,0.7242233157157898,-0.2738706767559051,0.4719222486019134,0.7117469310760498,-0.2754584550857544,0.5052740424871445,0.440148863196373,-0.1424916908144951,0.5450255423784256,0.6823761910200119,-0.166367806494236,0.4650565758347511,0.6808116286993027,-0.1776602640748024,0.5322999358177185,0.888605018456777,-0.2069735924402872,0.4849308331807454,0.9082985122998556,-0.2351458221673965,sentandose,frontal
2.4,0.5004214644432068,0.4577074348926544,-0.141926571726799,0.540650486946106,0.5127297043800354,-0.0218348409980535,0.4637754559516907,0.510094404220581,-0.0294606275856494,0.5535693168640137,0.6072787046432495,-0.0442642122507095,0.4448978006839752,0.6103541254997253,-0.0562268421053886,0.5229630470275879,0.6695629954338074,0.0036581873428076,0.4801616668701172,0.6743034720420837,-0.0034595145843923,0.5422695875167847,0.7240358591079712,-0.2827545702457428,0.4717344343662262,0.7118844389915466,-0.287450909614563,0.5045118540525436,0.4360181957483292,-0.1425293564796447,0.5437171310186386,0.6768590360879898,-0.1845722757279873,0.4655412584543228,0.6779109686613083,-0.1884296387434005,0.5324902534484863,0.888642430305481,-0.2126224835713704,0.4849280913670857,0.9084479014078776,-0.2515208423137665,sentandose,frontal
2.43,0.5001674294471741,0.4549583494663238,-0.1281464695930481,0.5402942299842834,0.5108422040939331,-0.0141138210892677,0.4635515809059143,0.5082429051399231,-0.018383964896202,0.5529153347015381,0.6050504446029663,-0.0455733053386211,0.4455133974552154,0.6069999933242798,-0.0510138608515262,0.5224054455757141,0.6693264842033386,0.0032810610719025,0.4799579083919525,0.6738195419311523,-0.0030995842535048,0.5422543883323669,0.7234897017478943,-0.2808655202388763,0.4715636670589447,0.7111173272132874,-0.287938505411148,0.5042060047388077,0.4323765605688095,-0.1283079706132412,0.5429483205080032,0.6686664670705795,-0.1957972235977649,0.4656236246228218,0.6731777638196945,-0.1938323974609375,0.5327042539914449,0.8885499238967896,-0.2149586280186971,0.4849441150824229,0.9085336923599244,-0.2530209869146347,sentandose,frontal
2.47,0.4997882843017578,0.4504108130931854,-0.1241449937224388,0.5401180982589722,0.5094448328018188,-0.0097618466243147,0.4635325968265533,0.5069378018379211,-0.0140002472326159,0.5526418685913086,0.6040704846382141,-0.045820914208889,0.4459311366081238,0.60496985912323,-0.0495793856680393,0.5222223997116089,0.6692546010017395,0.0032910124864429,0.4796142280101776,0.6734843850135803,-0.0031100222840905,0.5427423715591431,0.7231494188308716,-0.283073753118515,0.4714025557041168,0.7112177610397339,-0.2878419458866119,0.5037637889385224,0.4280903488397598,-0.1240869838744402,0.5406646579504013,0.6592438071966171,-0.2002656944096088,0.4672609642148018,0.6684317141771317,-0.200170699506998,0.5330009261767069,0.8883480032285055,-0.220039889216423,0.4849493404229482,0.9086327155431112,-0.2520281871159871,sentandose,frontal
2.5,0.4995196759700775,0.4475497007369995,-0.1201509833335876,0.5399428009986877,0.5079942941665649,-0.0019703959114849,0.4635469615459442,0.505711019039154,-0.0090258074924349,0.5526926517486572,0.6039356589317322,-0.0402591004967689,0.4461883306503296,0.604086697101593,-0.0476879775524139,0.5220363736152649,0.6691158413887024,0.0034967986866831,0.4792227149009704,0.6732847094535828,-0.0033293212763965,0.5432153940200806,0.7209926247596741,-0.2947016060352325,0.4714109599590301,0.7112089991569519,-0.2932252883911133,0.5035816162824631,0.4250501871109008,-0.1203189793974161,0.5377696603536606,0.6546649187803268,-0.1969277039170265,0.470507487654686,0.6634888350963593,-0.2045802511274814,0.5337575276692709,0.8887752095858256,-0.2438999911149343,0.4849622150262196,0.9086995720863342,-0.262628436088562,sentandose,frontal
2.53,0.4995472431182861,0.4446537792682647,-0.1298002004623413,0.5397908687591553,0.5060340762138367,-0.0063277781009674,0.4635746777057647,0.5047175884246826,-0.0157448016107082,0.5529429316520691,0.6032549738883972,-0.0398933179676532,0.4466294348239898,0.6040714383125305,-0.0506580360233783,0.522070050239563,0.6672239899635315,0.003603444667533,0.4792399108409881,0.6719347834587097,-0.0034380324650555,0.5438874959945679,0.7177349925041199,-0.2998915016651153,0.4728092551231384,0.7066295742988586,-0.2953620553016662,0.5034918010234832,0.4226344615221024,-0.1298822227865457,0.5333501845598221,0.6509557366371155,-0.1923878639936447,0.4769778102636337,0.6590413004159927,-0.2031906694173813,0.5348010857899984,0.8899813890457153,-0.2594134211540222,0.4849872390429179,0.908418079217275,-0.2702075640360514,sentandose,frontal
2.57,0.4993566572666168,0.4427490234375,-0.1094694137573242,0.5394983291625977,0.5044625401496887,0.0109663782641291,0.4637803733348846,0.5029721856117249,-0.0004096477932762,0.5526812672615051,0.6014894247055054,-0.0258700661361217,0.4471904337406158,0.6036290526390076,-0.0373290479183197,0.5222396850585938,0.6669340133666992,0.0036334057804197,0.479362279176712,0.6717996001243591,-0.0034668499138206,0.543840229511261,0.7124707102775574,-0.2991806268692016,0.4752008318901062,0.7005163431167603,-0.2932311594486236,0.5034187138080597,0.4208379596471786,-0.1088206995278597,0.530500203371048,0.6484044343233109,-0.1831849440932274,0.4813571199774742,0.6556398421525955,-0.1914401650428772,0.5356515844662985,0.8914167483647665,-0.2730307926734288,0.484997014204661,0.9084362387657166,-0.2800139983495076,sentandose,frontal
2.6,0.4990167319774627,0.4401252567768097,-0.1084420904517173,0.5393437743186951,0.5038427710533142,0.0127220219001173,0.4639326632022857,0.5022193193435669,,0.5521712899208069,0.6014841198921204,-0.0262361075729131,0.4479647576808929,0.6033070087432861,-0.0384648069739341,0.5222637057304382,0.6676914691925049,0.0037979008629918,0.4793101251125335,0.6721754670143127,-0.0036273675505071,0.5429359674453735,0.7096357345581055,-0.2966428697109222,0.4762345850467682,0.7008789777755737,-0.2956067323684692,0.5032959967851639,0.4191352039575576,-0.1073769722133874,0.5274336934089661,0.6481805592775345,-0.1823498867452144,0.4860077798366546,0.6536672562360764,-0.1905242688953876,0.5366758704185486,0.8926961223284403,-0.2628021190563838,0.4846195081869761,0.9097941915194192,-0.2779658784468968,sentandose,frontal
2.63,0.4990651905536651,0.4387513995170593,-0.1185840740799903,0.5391959547996521,0.5031956434249878,0.0065965713001787,0.4640178084373474,0.5021811127662659,-0.0102977491915225,0.551716685295105,0.6016472578048706,-0.030453473329544,0.4500392973423004,0.6034149527549744,-0.0387933887541294,0.5227174758911133,0.6681770086288452,0.0039943703450262,0.4794453978538513,0.6722878813743591,-0.0038092439062893,0.5413366556167603,0.7071611285209656,-0.3021399974822998,0.4772995710372925,0.6996875405311584,-0.3031406104564667,0.5033209323883057,0.4183817505836487,-0.1171124637126922,0.5213254690170288,0.6483162194490433,-0.1820064187049865,0.4924870654940605,0.6516237109899521,-0.1954809948801994,0.5377292633056641,0.8945714235305786,-0.2702281971772511,0.483953595161438,0.909788966178894,-0.2881772418816884,sentandose,frontal
2.67,0.4992247521877289,0.4377363324165344,-0.1220147982239723,0.5389664173126221,0.5027768015861511,0.0047194072976708,0.4640285968780517,0.5024169087409973,-0.0156389325857162,0.551433265209198,0.6017367243766785,-0.0325006544589996,0.4522309303283691,0.6040515303611755,-0.0538453795015811,0.5229887366294861,0.6682305932044983,0.0049389330670237,0.4795986711978912,0.672268271446228,-0.0047243870794773,0.5409522652626038,0.7070918679237366,-0.304156631231308,0.4780208170413971,0.6992398500442505,-0.3066966533660888,0.5034063011407852,0.4181145429611206,-0.1196854036301374,0.5186150521039963,0.6495699137449265,-0.1835258640348911,0.495842844247818,0.6506266444921494,-0.2014214657247066,0.5392560760180155,0.8972512483596802,-0.2701935569445292,0.4828533927599589,0.9097161690394084,-0.2904325276613235,sentandose,frontal
2.7,0.4993422627449035,0.4374333322048187,-0.127279594540596,0.5388609766960144,0.5025597214698792,0.0002424371486995,0.4640421867370605,0.5022451877593994,-0.0228195767849683,0.5506209135055542,0.601812481880188,-0.0342853367328643,0.4533441066741943,0.6042314171791077,-0.0670058354735374,0.5229731798171997,0.668015718460083,0.0068930769339203,0.4796535670757293,0.6717645525932312,-0.0066460352391004,0.5409987568855286,0.708217203617096,-0.3019517362117767,0.4786610603332519,0.6996453404426575,-0.3017719686031341,0.5034631758928299,0.4177827686071396,-0.1251840323209762,0.516251415014267,0.651169627904892,-0.1827330961823463,0.4971575886011123,0.6515215337276459,-0.2026995234191417,0.5398193796475729,0.897520899772644,-0.2676564405361811,0.4823822180430094,0.907929519812266,-0.2813579837481181,sentandose,frontal
2.73,0.4994086921215057,0.4378095269203186,-0.139788344502449,0.5389291048049927,0.5026072263717651,-0.0103772012516856,0.4640468955039978,0.5016104578971863,-0.0362414792180061,0.5496199131011963,0.6025940775871277,-0.0490322075784206,0.4539593160152435,0.604313850402832,-0.0775888264179229,0.5229561924934387,0.6678699851036072,0.0067707458510994,0.4796556830406189,0.6710625290870667,-0.0065283561125397,0.5407053232192993,0.7084248065948486,-0.3015811145305633,0.4787032902240753,0.7001685500144958,-0.2996168136596679,0.5035236775875092,0.4176483511924743,-0.1365204371511936,0.5154956579208374,0.6526114493608475,-0.1900386773049831,0.4964116439223289,0.6529954075813293,-0.210611242800951,0.5400122205416361,0.89816681543986,-0.2692091862360636,0.4821418623129527,0.9037118156750996,-0.2795772552490234,sentandose,frontal
2.77,0.4994799494743347,0.4368691742420196,-0.1363705396652221,0.5389759540557861,0.5027622580528259,-0.0109967486932873,0.4640563726425171,0.5008716583251953,-0.0341964289546012,0.5483852624893188,0.6037317514419556,-0.0467307530343532,0.4543380439281463,0.604223370552063,-0.0730473920702934,0.5227746367454529,0.6673784255981445,0.0066947825253009,0.4795753955841064,0.6703173518180847,-0.0064435419626533,0.5401521325111389,0.7072630524635315,-0.3002822697162628,0.4787255823612213,0.6998752355575562,-0.2925650477409363,0.5035913228988648,0.4170556098222732,-0.1331683024764061,0.5145466774702072,0.6537199765443802,-0.1674507670104503,0.4959916844964027,0.6536862552165985,-0.1890450716018676,0.5400375326474508,0.8979295690854391,-0.2663902044296264,0.4815506339073181,0.8971537947654724,-0.2656173755725224,sentandose,frontal
2.8,0.4995458424091339,0.436125636100769,-0.1352702379226684,0.5389629602432251,0.5027207732200623,-0.012658161111176,0.4640623033046722,0.5002971291542053,-0.0330469906330108,0.5479764938354492,0.6038802266120911,-0.0453382618725299,0.4546027183532715,0.6038873791694641,-0.0723800882697105,0.5225562453269958,0.6672549843788147,0.0059890612028539,0.4793923497200012,0.6696437001228333,-0.0057439198717474,0.5395727753639221,0.7064908742904663,-0.2969280183315277,0.4786121547222137,0.6996293663978577,-0.2888704538345337,0.5037607759237289,0.4166329920291901,-0.1323301594704389,0.5153535455465317,0.6544847637414932,-0.1675159372389316,0.494913563132286,0.6555359959602356,-0.1865318827331066,0.5398859977722168,0.8978104392687479,-0.2637328803539276,0.4812618394692738,0.8915549516677856,-0.2555631697177887,sentandose,frontal
2.83,0.4996327757835388,0.4359584748744964,-0.1331544667482376,0.5389524102210999,0.5026500225067139,-0.0131127852946519,0.4640840888023376,0.5000086426734924,-0.0324498265981674,0.5477962493896484,0.6039314866065979,-0.0449004806578159,0.454637348651886,0.6038304567337036,-0.0706765353679657,0.5223328471183777,0.6666474938392639,0.0054033258929848,0.4793017506599426,0.6682429909706116,-0.0051679476164281,0.5391406416893005,0.7069437503814697,-0.2896413803100586,0.4785059690475464,0.6998313069343567,-0.2856342792510986,0.504042100906372,0.4163991421461105,-0.1302667707204818,0.5160003006458282,0.6548796594142914,-0.1699084900319576,0.4949238449335098,0.6578777432441711,-0.1842800974845886,0.539496918519338,0.8973449071248373,-0.2543732821941376,0.4810919264952342,0.8879595200220743,-0.2508647640546163,sentandose,frontal
2.87,0.4997495710849762,0.4353894293308258,-0.1340470165014267,0.5389200448989868,0.5026161670684814,-0.018908167257905,0.4641305208206177,0.499822050333023,-0.0361923389136791,0.5477719306945801,0.6039727926254272,-0.0499520450830459,0.4546712338924408,0.6035891175270081,-0.0685398653149604,0.522131621837616,0.6661574244499207,0.0052104098722338,0.4792607724666595,0.6673731207847595,-0.0049896026030182,0.5388763546943665,0.7072044610977173,-0.2848191261291504,0.4783146381378174,0.7008525729179382,-0.2835691571235657,0.5043741792440415,0.4161370009183883,-0.1312017209827899,0.5162772387266159,0.6550630927085876,-0.1716858521103859,0.4944174438714981,0.6599877774715424,-0.1845472790300846,0.539190948009491,0.8967769145965576,-0.2455749561389287,0.4820310473442077,0.8855711817741394,-0.2446945359309514,sentandose,frontal
2.9,0.4998356699943542,0.4347164034843445,-0.1484378576278686,0.5388588905334473,0.5024440288543701,-0.0420871265232563,0.4641895890235901,0.4996617138385772,-0.0549535676836967,0.5478853583335876,0.6038867235183716,-0.0644421949982643,0.4548523128032684,0.6034663915634155,-0.0816136673092842,0.5221373438835144,0.6656310558319092,0.0049798977561295,0.4793183207511902,0.6666198372840881,-0.0047920481301844,0.5389350056648254,0.7113632559776306,-0.2652445137500763,0.4773769974708557,0.7051004767417908,-0.2779328227043152,0.5045643717050552,0.4157406032085419,-0.1461550928652286,0.5163097828626633,0.6552716791629791,-0.172581885010004,0.4940261021256447,0.6613877266645432,-0.1886384226381778,0.5384180347124735,0.8952058156331381,-0.1889329552650451,0.4828299085299174,0.8846561511357626,-0.204965278506279,sentandose,frontal
2.93,0.499847263097763,0.4335841238498688,-0.1470158547163009,0.538779079914093,0.5023155808448792,-0.041829265654087,0.4642419517040252,0.4993767738342285,-0.0539413541555404,0.5479722023010254,0.6037514805793762,-0.0644385293126106,0.4552003741264343,0.6030353307723999,-0.079990804195404,0.5221294164657593,0.6653501391410828,0.0046863891184329,0.4793249070644378,0.6660874485969543,-0.0045231762342154,0.5389038324356079,0.7132578492164612,-0.2665369510650635,0.4765187501907348,0.7061253786087036,-0.2788057029247284,0.5047056466341019,0.4149331778287887,-0.1446612566709518,0.5168098360300064,0.6554933935403824,-0.171437207609415,0.4938755705952644,0.6624565124511719,-0.18764303997159,0.537233312924703,0.8914828896522522,-0.1879874616861343,0.4834305047988891,0.8833246032396952,-0.2054412961006164,sentandose,frontal
2.97,0.499948650598526,0.4335502684116363,-0.1489474028348922,0.5387263894081116,0.502290666103363,-0.0454103760421276,0.4643119871616363,0.4989725351333618,-0.0572021156549453,0.5477425456047058,0.603765606880188,-0.06574197858572,0.4559575617313385,0.6024498343467712,-0.0822105407714843,0.5220925807952881,0.6649706363677979,0.0044797156006097,0.4793556034564972,0.6652593016624451,-0.0043340795673429,0.538935661315918,0.7162578105926514,-0.2624089419841766,0.4757285714149475,0.7078548669815063,-0.2777574062347412,0.5048758417367936,0.4148016273975372,-0.1465916007757187,0.5170011222362518,0.6568079441785812,-0.1702162325382232,0.4939407929778099,0.6639393270015717,-0.1875576861202716,0.5363219181696574,0.8878799875577291,-0.1756837666034698,0.4837161203225453,0.8833692272504171,-0.1966494470834732,sentandose,frontal
3.0,0.5000576376914978,0.433194637298584,-0.1470778286457061,0.5386675596237183,0.5023366808891296,-0.0423482283949852,0.4643541872501373,0.4989286661148071,-0.0550948344171047,0.5472449064254761,0.6042956709861755,-0.0642465129494667,0.4563228785991668,0.6024707555770874,-0.0807927623391151,0.5219003558158875,0.6648825407028198,0.0043152719736099,0.4793293476104736,0.6649947762489319,-0.0041793105192482,0.5391038060188293,0.7175723910331726,-0.2633190155029297,0.4752795696258545,0.7082613110542297,-0.2782504856586456,0.504961583018303,0.4142640352249145,-0.1449232146143913,0.5166760236024857,0.6590745747089386,-0.1695591509342193,0.494391530752182,0.6649389266967773,-0.1841909922659397,0.53579709927241,0.886573314666748,-0.1804787069559097,0.4837885200977325,0.8837738831837972,-0.2019630521535873,sentandose,frontal
3.03,0.5000922083854675,0.4329637885093689,-0.1499069482088089,0.5386838912963867,0.5025033354759216,-0.0460066385567188,0.4643634557723999,0.4990298449993133,-0.058178387582302,0.546483039855957,0.6055901050567627,-0.0706130564212799,0.4569213092327118,0.6030091047286987,-0.0856084004044532,0.5218985080718994,0.6648627519607544,0.0040587689727544,0.4793203473091125,0.6650168895721436,-0.0039329226128757,0.5399430990219116,0.7174584269523621,-0.2654412090778351,0.4751162230968475,0.7089444994926453,-0.2792739272117615,0.5049772292375565,0.4138514876365661,-0.1472721606492996,0.5160544365644455,0.6608236134052277,-0.1800336018204689,0.4949511438608169,0.6660232990980148,-0.1888556815683841,0.5353920857111613,0.8853450616200765,-0.171061024069786,0.4838592211405436,0.8835099140803019,-0.1956371217966079,sentandose,frontal
3.07,0.5001112222671509,0.4328163564205169,-0.1499044150114059,0.5386864542961121,0.5026448369026184,-0.0452293753623962,0.4643712639808655,0.4990588724613189,-0.0574203617870807,0.5460338592529297,0.606346070766449,-0.0710535123944282,0.4572177827358246,0.6030206680297852,-0.0856607034802436,0.5218924283981323,0.6648290157318115,0.0038932410534471,0.4792993366718292,0.6650784015655518,-0.0037724780850112,0.5409507155418396,0.7175185084342957,-0.2649105489253998,0.4749859571456909,0.7089241743087769,-0.2797288596630096,0.5049885392189026,0.4135977864265442,-0.1471938632428646,0.5157302767038345,0.6618258655071259,-0.1833937130868435,0.4950198978185653,0.6664348691701889,-0.1912645027041435,0.535220225652059,0.8850161830584208,-0.1702912251154581,0.4839024245738983,0.8834861516952515,-0.1990648011366526,sentandose,frontal
3.1,0.5001536011695862,0.4326720237731933,-0.1488262414932251,0.538690447807312,0.5026553869247437,-0.0428281612694263,0.4643770754337311,0.4990797340869903,-0.0554764792323112,0.5457079410552979,0.6068246364593506,-0.0692495331168174,0.4573803544044494,0.6030266284942627,-0.0838119909167289,0.5218604207038879,0.6647797226905823,0.0038156541995704,0.4792771339416504,0.6651276350021362,-0.0036956069525331,0.5416551828384399,0.7174407839775085,-0.2648616731166839,0.4749344885349273,0.7090490460395813,-0.2802863717079162,0.5050002545118332,0.4133558511734009,-0.1462570793926715,0.5155790448188782,0.6621741652488708,-0.1832735352218151,0.4950387924909591,0.6665524542331696,-0.1911409460008144,0.5351149241129557,0.8849722146987915,-0.1737450261910756,0.4838783045609792,0.8838232159614563,-0.2037241707245508,sentandose,frontal
3.13,0.5001701712608337,0.4324580430984497,-0.1482350528240203,0.5386937260627747,0.5026665925979614,-0.0415941663086414,0.4643796980381012,0.4991090893745422,-0.0545848235487937,0.5455215573310852,0.6070343255996704,-0.0687604025006294,0.4574175179004669,0.6030274629592896,-0.0832187309861183,0.5218497514724731,0.6646069884300232,0.0037650964222848,0.4792504906654358,0.6651507019996643,-0.0036452007479965,0.5420264005661011,0.7173117995262146,-0.264701098203659,0.4748907387256622,0.7090011239051819,-0.2809906899929046,0.5050109416246414,0.4131343454122543,-0.1458714544773101,0.5155353248119354,0.6625874191522598,-0.1839449740946293,0.4950460121035576,0.6665773242712021,-0.1911017037928104,0.5350402394930521,0.8849202990531921,-0.1773787488540013,0.4838559627532959,0.8841273585955302,-0.2077595243851343,sentandose,frontal
3.17,0.50019770860672,0.4323621988296509,-0.1478243172168731,0.5386962294578552,0.5027010440826416,-0.0409637950360775,0.464381992816925,0.4991420805454254,-0.0541133098304271,0.5454896688461304,0.607026219367981,-0.0688073486089706,0.4574413001537323,0.6029742360115051,-0.0832274481654167,0.5218507051467896,0.664319634437561,0.0037012861575931,0.4792497456073761,0.6649879813194275,-0.003580558579415,0.5423768162727356,0.7172147035598755,-0.2657862305641174,0.4748726487159729,0.7089414000511169,-0.2812689542770386,0.5050185352563858,0.4130520641803741,-0.1455046914517879,0.515640377998352,0.6627991199493408,-0.1857398152351379,0.4951975494623184,0.666528046131134,-0.1916976906359195,0.5350194573402405,0.8845984737078348,-0.1789050102233886,0.4838419258594513,0.8842455148696899,-0.2084859957297643,sentandose,frontal
3.2,0.50020432472229,0.4323892295360565,-0.1476179808378219,0.5386943817138672,0.5027185082435608,-0.0410086698830127,0.4643747806549072,0.4991719424724579,-0.0548547245562076,0.5455359220504761,0.6070201396942139,-0.0682387873530387,0.457457572221756,0.6029713153839111,-0.0836737677454948,0.5218586325645447,0.664240300655365,0.0036897934041917,0.4792506992816925,0.6649653911590576,-0.0035684672184288,0.5426054000854492,0.7171714305877686,-0.2656223475933075,0.4748705327510834,0.7092446088790894,-0.2814122438430786,0.5050212740898132,0.4130151480436325,-0.1452491842210292,0.5156257897615433,0.663115069270134,-0.1845771819353103,0.4953608214855194,0.666495069861412,-0.1916229948401451,0.5350036025047302,0.8846655090649923,-0.1786462515592575,0.4838289221127828,0.8843487103780111,-0.2081977675358454,sentandose,frontal
3.23,0.5002208948135376,0.4324507415294647,-0.147840142250061,0.5386961698532104,0.50264972448349,-0.0407179184257984,0.4643754363059997,0.4992169439792633,-0.05459975451231,0.5455766916275024,0.6070138216018677,-0.0681855976581573,0.4574287831783294,0.6028985977172852,-0.0837678834795951,0.5218607187271118,0.6641495227813721,0.0036790638696402,0.4792501926422119,0.6648543477058411,-0.0035560019314289,0.542715311050415,0.7169877290725708,-0.2668235301971435,0.4748725593090057,0.7092044949531555,-0.28256356716156,0.5050276190042495,0.4130216568708419,-0.1453787684440612,0.5156315565109253,0.6632929891347885,-0.1847233772277832,0.4954463839530945,0.6664643287658691,-0.1924466378986835,0.5349777340888977,0.8847738107045492,-0.1817328929901123,0.4838171700636546,0.8843639294306437,-0.208848108847936,sentandose,frontal
3.27,0.5002303719520569,0.4324983060359955,-0.1481015831232071,0.5386977195739746,0.5025821924209595,-0.0404499471187591,0.4643768668174743,0.4992550611495971,-0.0543742254376411,0.545594334602356,0.6069993376731873,-0.0679705217480659,0.4574018120765686,0.6028019189834595,-0.0837718769907951,0.5218768119812012,0.6641039252281189,0.0036762515082955,0.4792501926422119,0.664815366268158,-0.0035525786224752,0.5428639650344849,0.7168380618095398,-0.2679695188999176,0.474874198436737,0.7091956734657288,-0.2841580510139465,0.5050336748361588,0.4130170941352844,-0.145567387342453,0.5156699866056442,0.6633872538805008,-0.1845579221844673,0.4956079497933388,0.6664551794528961,-0.1929203681647777,0.5349518656730652,0.8848563234011332,-0.1832746416330337,0.4838066498438517,0.88435298204422,-0.2108552108208338,sentandose,frontal
3.3,0.500242292881012,0.4325323104858398,-0.1502827107906341,0.5386989712715149,0.5025607347488403,-0.0413969382643699,0.4643761217594147,0.4992875456809997,-0.0554301068186759,0.5456202030181885,0.6069919466972351,-0.0691272243857383,0.4573849737644195,0.6027901768684387,-0.0849595591425895,0.521883487701416,0.6640865802764893,0.0036749218124896,0.4792512953281402,0.6648167967796326,-0.0035508940927684,0.5429365634918213,0.7167986631393433,-0.2685179710388183,0.4748730957508087,0.7092405557632446,-0.2863182425498962,0.5050397515296936,0.4130135089159011,-0.1476948983967304,0.5156913846731186,0.6634484678506851,-0.186216365545988,0.4956836029887199,0.666452944278717,-0.1946740187704563,0.534900426864624,0.8848747412363688,-0.1823706279198328,0.4838040073712666,0.88439412911733,-0.2125957409540812,sentandose,frontal
